domain,div,a,img,span,ul,li
planete-deco.fr,116.0,178.0,38.0,132.0,5.0,56.0
planete-deco.fr,113.0,178.0,38.0,131.0,5.0,56.0
bassmania.site,215.0,109.0,88.0,341.0,5.0,56.0
simple-sumai.com,201.0,97.0,33.0,146.0,4.0,56.0
wallpaperbetter.com,14.0,75.0,39.0,40.0,2.0,56.0
serversus.work,10.0,57.0,49.0,214.0,4.0,56.0
pic-pic-picture.com,141.0,107.0,59.0,129.0,6.0,56.0
touringr.com,337.0,275.0,164.0,592.0,6.0,56.0
chess-primer.jp,643.0,61.0,111.0,224.0,2.0,56.0
kihon-no-ki.com,16.0,109.0,0.0,5.0,2.0,58.0
elbridgefreelibrary.org,34.0,59.0,5.0,10.0,6.0,58.0
elbridgefreelibrary.org,34.0,59.0,5.0,10.0,6.0,58.0
rinto.life,101.0,96.0,7.0,19.0,3.0,58.0
lovelunch.info,75.0,68.0,8.0,87.0,4.0,58.0
wonderful46.com,59.0,97.0,10.0,4.0,2.0,58.0
colorcosmap.com,33.0,72.0,13.0,55.0,5.0,58.0
hokkaido-time.com,128.0,145.0,13.0,191.0,6.0,58.0
hokkaido-time.com,135.0,145.0,13.0,191.0,6.0,58.0
orenoippin.com,66.0,102.0,15.0,69.0,4.0,58.0
hannoumatome.com,1052.0,1820.0,27.0,0.0,4.0,58.0
hapiee.com,147.0,165.0,38.0,36.0,5.0,58.0
cameratabi.net,119.0,97.0,33.0,3.0,5.0,58.0
challengemonica.com,49.0,77.0,45.0,76.0,6.0,58.0
cinemarche.net,78.0,155.0,53.0,50.0,4.0,58.0
lunchyasui.info,63.0,83.0,6.0,90.0,5.0,60.0
hoikuhoikuinfo.com,90.0,71.0,10.0,75.0,5.0,60.0
c-something.com,112.0,86.0,12.0,4.0,6.0,60.0
recycle-store.net,46.0,153.0,14.0,0.0,4.0,60.0
1-7hz.tokyo,142.0,119.0,18.0,44.0,3.0,60.0
barrier-free.net,67.0,126.0,18.0,24.0,4.0,60.0
desk-drawer.com,99.0,74.0,22.0,92.0,4.0,60.0
flowlez.com,126.0,142.0,29.0,32.0,4.0,60.0
flowlez.com,126.0,142.0,29.0,32.0,4.0,60.0
challengemonica.com,48.0,78.0,46.0,77.0,6.0,60.0
kawaguchi-magazine.com,402.0,178.0,112.0,576.0,6.0,60.0
fukuoka296.com,46.0,78.0,65.0,97.0,6.0,60.0
totalfinancas.com,163.0,87.0,35.0,29.0,3.0,60.0
asagata.net,44.0,114.0,35.0,11.0,5.0,60.0
buzzlog.net,57.0,114.0,37.0,67.0,5.0,60.0
mirimari.net,224.0,99.0,41.0,93.0,2.0,60.0
grandfleet.info,58.0,127.0,66.0,19.0,4.0,60.0
fukuoka296.com,52.0,78.0,66.0,97.0,6.0,60.0
gosyuin-kyoto.com,179.0,83.0,90.0,107.0,6.0,60.0
srpw.net,904.0,280.0,164.0,345.0,5.0,60.0
itc-check.com,38.0,105.0,6.0,15.0,2.0,62.0
is-mid.com,109.0,95.0,15.0,11.0,5.0,62.0
pet-monosiri.com,108.0,127.0,20.0,68.0,4.0,62.0
marukanblog.com,127.0,93.0,20.0,6.0,6.0,62.0
marukanblog.com,128.0,93.0,20.0,6.0,6.0,62.0
togemu.com,75.0,75.0,21.0,82.0,6.0,62.0
akiyapolice.com,95.0,152.0,23.0,93.0,4.0,62.0
aprilaloisio.com,127.0,90.0,23.0,80.0,5.0,62.0
tochinoichi.com,117.0,95.0,29.0,4.0,3.0,62.0
haitoukinko.com,104.0,80.0,34.0,68.0,5.0,62.0
nanj-antenna.net,6.0,100.0,42.0,2.0,4.0,62.0
bodaboda.info,76.0,164.0,39.0,156.0,4.0,62.0
ra9.jp,71.0,101.0,49.0,19.0,5.0,62.0
thequint.com,361.0,159.0,57.0,14.0,6.0,62.0
monosirii.com,138.0,168.0,59.0,108.0,4.0,62.0
tabascopotato-trip.com,268.0,128.0,63.0,415.0,5.0,62.0
illust.okinawa,35.0,69.0,71.0,1.0,6.0,62.0
vtuber-labo.com,64.0,75.0,3.0,34.0,4.0,64.0
dog-sweet.com,14.0,68.0,3.0,0.0,5.0,64.0
dog-sweet.com,14.0,68.0,3.0,0.0,5.0,64.0
e-4628.com,78.0,96.0,4.0,13.0,5.0,64.0
dokudami-chan.com,30.0,66.0,5.0,16.0,3.0,64.0
gankalens.info,88.0,68.0,10.0,77.0,4.0,64.0
littlebigsnake.com,276.0,23.0,10.0,0.0,5.0,64.0
juken-benkyou.info,38.0,77.0,10.0,35.0,5.0,64.0
littlebigsnake.com,276.0,23.0,10.0,0.0,5.0,64.0
coochanenjoyblog.com,80.0,124.0,10.0,99.0,6.0,64.0
takmo01.com,97.0,84.0,15.0,82.0,3.0,64.0
takmo01.com,97.0,84.0,15.0,82.0,3.0,64.0
s-namini.com,53.0,120.0,23.0,56.0,6.0,64.0
miaideai.com,18.0,89.0,24.0,81.0,3.0,64.0
9post.tv,18.0,70.0,38.0,5.0,5.0,64.0
kouziii.site,60.0,104.0,44.0,34.0,5.0,64.0
kouziii.site,60.0,107.0,44.0,34.0,5.0,64.0
theinfopeak.com,211.0,239.0,54.0,141.0,5.0,64.0
young-machine.com,2555.0,882.0,306.0,30.0,5.0,64.0
typesea.net,47.0,116.0,35.0,11.0,4.0,64.0
dotton-cherry.com,151.0,215.0,47.0,50.0,5.0,64.0
jpnt-fan.net,139.0,134.0,49.0,85.0,4.0,64.0
psylabo.com,133.0,112.0,99.0,13.0,6.0,64.0
young-machine.com,2548.0,879.0,303.0,27.0,5.0,64.0
young-machine.com,2549.0,879.0,303.0,27.0,5.0,64.0
hamamatu-gyouza.net,93.0,84.0,12.0,75.0,6.0,68.0
sakuramomo8787.com,94.0,91.0,18.0,134.0,5.0,68.0
shogaisha-techo.com,52.0,147.0,19.0,19.0,5.0,68.0
rank-king.jp,254.0,175.0,74.0,31.0,4.0,68.0
rarararamen.com,146.0,163.0,0.0,92.0,4.0,72.0
225225.jp,400.0,230.0,2.0,513.0,3.0,72.0
trekking-navi.net,186.0,138.0,16.0,27.0,4.0,72.0
powakitchen.site,72.0,85.0,32.0,82.0,6.0,72.0
geniefungames.com,132.0,161.0,72.0,68.0,4.0,72.0
kenken-movie.com,203.0,126.0,89.0,177.0,5.0,72.0
gourmand.fun,513.0,175.0,55.0,241.0,5.0,72.0
freewebnovel.com,439.0,362.0,55.0,225.0,5.0,72.0
ksg2999.com,422.0,245.0,91.0,113.0,4.0,72.0
easyatm.com.tw,79.0,180.0,20.0,22.0,2.0,76.0
simpleorigami.tokyo,93.0,96.0,62.0,119.0,5.0,76.0
noble-san.com,121.0,160.0,33.0,29.0,4.0,76.0
gogolf.jp,383.0,373.0,37.0,3.0,4.0,76.0
gogolf.jp,383.0,373.0,37.0,3.0,4.0,76.0
098takashi.com,338.0,310.0,79.0,718.0,3.0,76.0
abbreviationfinder.org,114.0,1029.0,3.0,21.0,4.0,80.0
quantspire.com,148.0,112.0,21.0,66.0,6.0,80.0
turinet.com,111.0,174.0,30.0,3.0,4.0,80.0
holaui.com,428.0,6.0,84.0,5.0,2.0,80.0
aqua-mart.jp,36.0,204.0,81.0,1.0,2.0,80.0
xn--o9ja893uzzaw79anxbca106hu14bql4ah8ds99e.com,244.0,137.0,45.0,212.0,5.0,80.0
yamikin-bengosi.com,100.0,132.0,12.0,32.0,4.0,84.0
gekiyasu-biyouin.com,93.0,108.0,19.0,73.0,5.0,84.0
harubou-room.com,88.0,196.0,27.0,58.0,6.0,84.0
free-yumeuranai.info,35.0,130.0,45.0,4.0,3.0,84.0
free-yumeuranai.info,34.0,130.0,45.0,4.0,3.0,84.0
mirumakku.net,86.0,159.0,18.0,21.0,5.0,88.0
tosan-info.com,81.0,139.0,71.0,236.0,5.0,88.0
kamanyan.com,100.0,114.0,12.0,66.0,5.0,92.0
baikalhostels.com,65.0,150.0,16.0,20.0,3.0,92.0
gamedwen.com,123.0,106.0,104.0,86.0,2.0,92.0
gamedwen.com,122.0,106.0,104.0,86.0,2.0,92.0
gamedwen.com,123.0,106.0,104.0,86.0,2.0,92.0
hiroshimaben.net,65.0,184.0,18.0,108.0,3.0,96.0
sutapapa.com,176.0,128.0,40.0,81.0,5.0,96.0
kr753.com,54.0,332.0,94.0,243.0,2.0,96.0
kr753.com,54.0,334.0,98.0,245.0,2.0,96.0
gun3.site,50.0,157.0,11.0,61.0,5.0,100.0
kokoshinro.com,413.0,219.0,1.0,19.0,2.0,100.0
najimari.com,88.0,137.0,14.0,95.0,5.0,104.0
oficinaempleo.com,95.0,122.0,16.0,11.0,5.0,104.0
oficinaempleo.com,99.0,122.0,16.0,11.0,5.0,104.0
sutapapa.com,176.0,136.0,40.0,87.0,5.0,104.0
phone789.com,52.0,473.0,1.0,4.0,2.0,104.0
phone789.com,52.0,473.0,1.0,4.0,2.0,104.0
zhsxs.com,72.0,477.0,17.0,221.0,4.0,116.0
illustmansion.com,293.0,198.0,50.0,114.0,3.0,116.0
survimo.com,148.0,125.0,108.0,136.0,6.0,116.0
survimo.com,151.0,125.0,108.0,136.0,6.0,116.0
illustimage.com,32.0,350.0,105.0,1.0,5.0,116.0
koichiiwahashi.com,313.0,249.0,86.0,85.0,6.0,116.0
dangerous-creatures.com,119.0,194.0,126.0,57.0,5.0,116.0
kotoripiyopiyo.com,99.0,220.0,29.0,161.0,6.0,120.0
mtpkawai.com,15.0,174.0,59.0,20.0,6.0,120.0
gulfcareerhunt.com,311.0,324.0,25.0,107.0,4.0,124.0
study-z.net,273.0,220.0,37.0,19.0,5.0,128.0
mrfinancas.com.br,181.0,227.0,26.0,57.0,2.0,168.0
dailynews.tokyo,81.0,210.0,11.0,60.0,5.0,192.0
dailynews.tokyo,81.0,210.0,11.0,60.0,5.0,192.0
anazawamasaru.com,147.0,308.0,78.0,67.0,4.0,200.0
anazawamasaru.com,147.0,318.0,79.0,68.0,4.0,200.0
takapaint01.com,132.0,243.0,19.0,120.0,5.0,208.0
saya-amiroom.net,113.0,246.0,22.0,91.0,5.0,216.0
saya-amiroom.net,113.0,246.0,22.0,91.0,5.0,216.0
furigana.info,506.0,239.0,0.0,7.0,0.0,1.0
idphoto-map.info,13.0,28.0,6.0,12.0,0.0,1.0
idphoto-map.info,11.0,28.0,6.0,12.0,0.0,1.0
finddevguides.com,63.0,28.0,1.0,30.0,0.0,1.0
simtaro.com,376.0,308.0,154.0,57.0,0.0,1.0
fukusuke.tokyo,134.0,275.0,11.0,329.0,6.0,257.0
mikumano.link,53.0,169.0,11.0,30.0,4.0,129.0
do-cca.com,590.0,287.0,5.0,478.0,5.0,137.0
radioau.net,38.0,149.0,71.0,64.0,6.0,137.0
radioau.net,41.0,149.0,71.0,64.0,6.0,137.0
camp-guide.net,380.0,370.0,91.0,521.0,5.0,153.0
tamakai.xyz,63.0,276.0,29.0,143.0,4.0,161.0
kabosusoba.jp,56.0,213.0,22.0,11.0,5.0,177.0
papajogos.com.br,39.0,194.0,163.0,155.0,4.0,177.0
papajogos.com.br,41.0,194.0,163.0,155.0,4.0,177.0
papajogos.com.br,41.0,194.0,163.0,155.0,4.0,177.0
icon-pit.com,182.0,332.0,86.0,1.0,5.0,201.0
icon-pit.com,182.0,332.0,86.0,1.0,5.0,201.0
silhouette-illust.com,175.0,396.0,89.0,0.0,5.0,274.0
chara.ge,222.0,434.0,68.0,146.0,3.0,322.0
nandemo-uketori.com,357.0,385.0,255.0,514.0,49.0,354.0
jisaka.com,357.0,385.0,255.0,514.0,49.0,354.0
hokanko-alt.com,357.0,385.0,255.0,515.0,49.0,354.0
meigen-kotowaza.com,74.0,341.0,51.0,2.0,5.0,291.0
pu-3.com,81.0,397.0,26.0,22.0,5.0,355.0
yuumeijin.biz,14.0,74.0,0.0,0.0,3.0,65.0
kintaro.website,29.0,67.0,0.0,1.0,5.0,65.0
windy-windy.net,63.0,72.0,2.0,7.0,5.0,65.0
mercadojobs.com,92.0,71.0,3.0,4.0,2.0,65.0
mercadojobs.com,92.0,71.0,3.0,4.0,2.0,65.0
mercadojobs.com,92.0,71.0,3.0,4.0,2.0,65.0
akinomono.jp,65.0,120.0,6.0,125.0,5.0,65.0
dohack.jp,54.0,88.0,22.0,88.0,5.0,65.0
shogaisha-shuro.com,62.0,150.0,22.0,28.0,5.0,65.0
trend-japon.com,74.0,92.0,29.0,98.0,4.0,65.0
mitsuya-magazine.com,128.0,104.0,32.0,55.0,4.0,65.0
mall-center.shopping,113.0,103.0,46.0,21.0,4.0,65.0
mall-center.shopping,113.0,103.0,46.0,21.0,4.0,65.0
mall-center.shopping,113.0,103.0,46.0,21.0,4.0,65.0
mall-center.shopping,113.0,103.0,46.0,21.0,4.0,65.0
shikutoku.me,480.0,127.0,153.0,159.0,4.0,65.0
worldsurfladies.com,58.0,73.0,43.0,15.0,6.0,65.0
worldsurfladies.com,58.0,73.0,43.0,15.0,6.0,65.0
wright-company.net,130.0,128.0,47.0,3.0,5.0,65.0
osumituki.com,252.0,566.0,59.0,220.0,4.0,65.0
mpj-webmarketing.com,88.0,99.0,61.0,136.0,5.0,65.0
dailynet366.com,61.0,110.0,86.0,17.0,5.0,65.0
koraseikatsu.net,30.0,97.0,71.0,25.0,6.0,65.0
koraseikatsu.net,38.0,97.0,71.0,25.0,6.0,65.0
doramaptra.net,34.0,85.0,11.0,56.0,6.0,69.0
ryohkei.com,27.0,224.0,22.0,111.0,5.0,69.0
ryohkei.com,27.0,229.0,22.0,109.0,5.0,69.0
amesha-world.com,966.0,233.0,30.0,297.0,5.0,69.0
kamenhuuhu.com,75.0,82.0,36.0,64.0,6.0,69.0
morinatsu729.co,253.0,151.0,68.0,168.0,6.0,69.0
morinatsu729.co,257.0,151.0,68.0,168.0,6.0,69.0
asunani.com,267.0,126.0,92.0,109.0,5.0,69.0
xn--swqwd788bm2jy17d.net,43.0,535.0,1.0,923.0,3.0,69.0
kamenhuuhu.com,77.0,82.0,35.0,64.0,6.0,69.0
spicytrends.com,267.0,126.0,45.0,81.0,10.0,69.0
bestcrazygames.com,142.0,104.0,66.0,140.0,5.0,69.0
localtime.jp,51.0,104.0,2.0,0.0,4.0,73.0
blog-tips.net,13.0,68.0,2.0,5.0,4.0,73.0
kaigaidoramasityou.com,44.0,86.0,13.0,54.0,4.0,73.0
kaigaidoramasityou.com,44.0,86.0,13.0,54.0,4.0,73.0
whitepapablog.com,105.0,110.0,14.0,70.0,5.0,73.0
whitepapablog.com,104.0,110.0,14.0,70.0,5.0,73.0
subcultoka.jp,152.0,106.0,24.0,170.0,5.0,73.0
medicalmatters.com,268.0,130.0,44.0,81.0,10.0,73.0
medicalmatters.com,268.0,130.0,44.0,81.0,10.0,73.0
bjtp.tokyo,394.0,162.0,100.0,307.0,2.0,73.0
brightestgames.com,310.0,222.0,112.0,29.0,5.0,73.0
kk20181118.com,36.0,220.0,1.0,192.0,3.0,73.0
nenshu-master.com,23.0,179.0,1.0,7.0,5.0,73.0
uptodate.tokyo,171.0,227.0,81.0,11.0,4.0,73.0
web.ultra-soccer.jp,898.0,384.0,49.0,508.0,6.0,73.0
kan-fanblog.com,116.0,97.0,53.0,67.0,5.0,73.0
game-game.jp,228.0,167.0,90.0,79.0,4.0,73.0
original-star.com,138.0,103.0,17.0,102.0,5.0,77.0
original-star.com,138.0,103.0,17.0,102.0,5.0,77.0
xn--w8j0jxb8a3a5noc6cy043b4h5a.com,71.0,90.0,20.0,81.0,4.0,77.0
aichinagoyakankouchi.com,47.0,173.0,3.0,3.0,4.0,81.0
777marita.com,46.0,100.0,12.0,23.0,6.0,81.0
katsuhiroblog.com,66.0,141.0,18.0,16.0,6.0,81.0
lehman-miler.com,222.0,143.0,22.0,30.0,3.0,81.0
neirof.com,43.0,160.0,23.0,101.0,4.0,81.0
8761234.jp,96.0,122.0,24.0,13.0,3.0,81.0
oshirukoad.com,129.0,104.0,25.0,153.0,4.0,81.0
vse-o-tattoo.ru,340.0,230.0,42.0,102.0,5.0,81.0
perfectlifeproject.com,102.0,194.0,39.0,13.0,5.0,81.0
uekipedia.jp,334.0,184.0,45.0,140.0,2.0,81.0
fishingreat.com,328.0,189.0,63.0,8.0,5.0,81.0
hosinabi.info,405.0,175.0,134.0,317.0,5.0,81.0
hosinabi.info,405.0,175.0,134.0,317.0,5.0,81.0
makipurachan.com,84.0,186.0,13.0,70.0,5.0,85.0
output-knowledge.com,119.0,157.0,23.0,89.0,5.0,85.0
xn--88j6ev73kngghpb.com,93.0,165.0,34.0,30.0,5.0,85.0
23eni.biz,42.0,90.0,3.0,18.0,4.0,89.0
shokuhin.net,1404.0,466.0,25.0,460.0,6.0,89.0
shokuhin.net,1434.0,467.0,25.0,458.0,6.0,89.0
xn--swqwdp22azlcvue.biz,44.0,244.0,1.0,101.0,5.0,89.0
erosnsdeai.blog.ss-blog.jp,85.0,200.0,39.0,14.0,5.0,93.0
masatetsudo.com,129.0,146.0,10.0,66.0,3.0,97.0
xn--sckyeod487wybm.xyz,93.0,115.0,24.0,84.0,4.0,97.0
prime-diy.com,104.0,177.0,33.0,99.0,6.0,97.0
golfenjoylife.com,191.0,126.0,19.0,94.0,5.0,101.0
kinacoblog.com,107.0,181.0,32.0,115.0,5.0,101.0
kinacoblog.com,107.0,181.0,32.0,115.0,5.0,101.0
studyfinds.org,76.0,297.0,151.0,43.0,5.0,101.0
telephone-soudan.com,100.0,237.0,21.0,81.0,5.0,105.0
garage-camp.com,150.0,141.0,22.0,90.0,4.0,105.0
garage-camp.com,150.0,141.0,22.0,90.0,4.0,105.0
xn--sckyeod487wybm.xyz,97.0,123.0,32.0,84.0,5.0,105.0
xn--eckvas1f0ewfnc.com,215.0,122.0,72.0,108.0,6.0,105.0
popnmall.com,39.0,188.0,22.0,99.0,5.0,109.0
popnmall.com,42.0,188.0,22.0,99.0,5.0,109.0
oshabe.com,65.0,189.0,56.0,25.0,5.0,109.0
musicfinder-mrv.com,71.0,175.0,41.0,1.0,5.0,109.0
musicfinder-mrv.com,71.0,175.0,41.0,1.0,5.0,109.0
buccyake-kojiki.com,219.0,379.0,157.0,98.0,3.0,109.0
listoffreeware.com,327.0,255.0,60.0,7.0,3.0,113.0
jinja-spi.com,77.0,169.0,49.0,19.0,3.0,117.0
zuowen521.com,95.0,173.0,3.0,10.0,4.0,121.0
shiraberukininaru.com,33.0,137.0,13.0,60.0,5.0,125.0
shopping-now.jp,333.0,139.0,22.0,7.0,0.0,125.0
xn--68jq6k1a3xsa3e9dse1a7089l92raxj9fja449v.xyz,152.0,159.0,32.0,254.0,4.0,125.0
manualshelf.com,317.0,394.0,3.0,35.0,2.0,130.0
newsnomori.tokyo,75.0,148.0,11.0,60.0,5.0,130.0
artoftheworld.jp,102.0,175.0,16.0,34.0,4.0,130.0
artoftheworld.jp,103.0,175.0,16.0,34.0,4.0,130.0
artoftheworld.jp,103.0,175.0,16.0,34.0,4.0,130.0
life-purasu.com,15.0,148.0,0.0,1.0,3.0,146.0
tacklenote.com,71.0,183.0,7.0,47.0,5.0,154.0
bokunoongaku.com,62.0,363.0,25.0,165.0,4.0,242.0
xn--29jueah0cs11btcbb50730a.com,80.0,414.0,127.0,82.0,4.0,250.0
kyouikunohouritu.com,26.0,338.0,5.0,5.0,2.0,324.0
presidenthouse.net,254.0,2252.0,43.0,264.0,5.0,2214.0
presidenthouse.net,254.0,2252.0,43.0,264.0,5.0,2214.0
acestickers.com,2072.0,1561.0,1522.0,3.0,2.0,501.0
careerintern.jp,45.0,162.0,21.0,2.0,4.0,131.0
seimei-handan.net,28.0,133.0,1.0,8.0,2.0,131.0
painful-cycle-jersey.info,116.0,157.0,11.0,105.0,5.0,139.0
dr-noutore.jp,55.0,215.0,203.0,1.0,4.0,139.0
dorama-club.com,176.0,189.0,30.0,40.0,6.0,147.0
foodfighter.jp,124.0,320.0,55.0,30.0,4.0,163.0
mrfinancas.com.br,181.0,230.0,26.0,57.0,2.0,171.0
kina-recipe.com,74.0,222.0,27.0,23.0,3.0,203.0
herowarsjpwebfb.com,762.0,754.0,81.0,2405.0,5.0,211.0
meganeinfo.com,88.0,399.0,18.0,36.0,3.0,374.0
w3.komisanwamanga.com,91.0,402.0,21.0,13.0,3.0,390.0
chestnuts-road.com,60.0,81.0,2.0,37.0,5.0,33.0
xn--6oq04e5xices93o.jp,18.0,34.0,4.0,0.0,5.0,33.0
c-sqr.net,101.0,61.0,4.0,25.0,5.0,33.0
security-map.com,32.0,96.0,6.0,1.0,5.0,33.0
security-map.com,32.0,96.0,6.0,1.0,5.0,33.0
gagnerplusargent.fr,103.0,65.0,8.0,63.0,6.0,33.0
kosoku.jp,51.0,95.0,10.0,0.0,3.0,33.0
ekkohappy.com,76.0,51.0,10.0,56.0,5.0,33.0
ekkohappy.com,76.0,51.0,10.0,56.0,5.0,33.0
umeushi.com,55.0,46.0,10.0,11.0,5.0,33.0
internationalcupid.com,115.0,134.0,11.0,5.0,2.0,33.0
tvkeyword.net,81.0,48.0,11.0,92.0,4.0,33.0
realizacezahrad.info,118.0,53.0,11.0,53.0,6.0,33.0
hikapeeeen.com,106.0,48.0,12.0,66.0,5.0,33.0
sekirara-diary.com,51.0,57.0,12.0,8.0,5.0,33.0
hikari-days.com,87.0,48.0,14.0,66.0,5.0,33.0
enjoy-photo.net,102.0,53.0,15.0,152.0,3.0,33.0
buzzviber.com,39.0,51.0,15.0,2.0,4.0,33.0
koimousagi.com,67.0,130.0,18.0,10.0,2.0,33.0
koimousagi.com,69.0,130.0,18.0,10.0,2.0,33.0
slopond.com,25.0,52.0,20.0,1.0,3.0,33.0
kuizy.net,47.0,59.0,20.0,6.0,4.0,33.0
airstamp.jp,120.0,65.0,20.0,63.0,4.0,33.0
sumououen.com,38.0,85.0,20.0,2.0,5.0,33.0
narunote.net,164.0,58.0,21.0,96.0,3.0,33.0
ikimono-bible.com,94.0,117.0,21.0,20.0,5.0,33.0
ikimono-bible.com,94.0,117.0,21.0,20.0,5.0,33.0
clubfashionexpress.com,79.0,89.0,22.0,77.0,5.0,33.0
buzzriba.com,71.0,80.0,22.0,37.0,5.0,33.0
decornote.net,74.0,65.0,24.0,2.0,3.0,33.0
koberun.net,130.0,63.0,24.0,153.0,5.0,33.0
richerlife7.com,89.0,110.0,26.0,55.0,5.0,33.0
sn-jp.com,193.0,111.0,26.0,16.0,6.0,33.0
k-toshima.com,81.0,71.0,26.0,39.0,6.0,33.0
okishumi.com,149.0,119.0,27.0,58.0,4.0,33.0
designers-log.com,153.0,65.0,31.0,29.0,4.0,33.0
lifelog.blog,194.0,80.0,34.0,31.0,4.0,33.0
ribekeuze.com,206.0,95.0,40.0,17.0,5.0,33.0
english-designer.com,65.0,81.0,42.0,26.0,4.0,33.0
english-designer.com,65.0,81.0,42.0,26.0,4.0,33.0
valheim.jp,152.0,70.0,48.0,46.0,5.0,33.0
nittanwith.com,311.0,96.0,56.0,355.0,5.0,33.0
shikakuhacker.net,145.0,163.0,72.0,48.0,4.0,33.0
ritsuyo.com,158.0,125.0,84.0,31.0,5.0,33.0
pokemonshowdown.com,20.0,50.0,1.0,0.0,4.0,33.0
only-mylife.com,183.0,74.0,77.0,305.0,6.0,33.0
only-mylife.com,189.0,74.0,77.0,305.0,6.0,33.0
asobeba.com,209.0,76.0,93.0,302.0,6.0,33.0
tenon.site,431.0,165.0,105.0,634.0,4.0,33.0
buzzfeed.com,988.0,255.0,218.0,192.0,6.0,33.0
buzzfeed.com,988.0,255.0,218.0,194.0,6.0,33.0
smart-iphone.com,97.0,60.0,35.0,40.0,5.0,33.0
e-taniku.net,94.0,135.0,45.0,26.0,5.0,33.0
run-trip-miler.com,64.0,108.0,45.0,53.0,6.0,33.0
rasiso.com,307.0,170.0,51.0,429.0,4.0,33.0
mobile-milk.com,314.0,84.0,59.0,410.0,5.0,33.0
bluesoul.jp,591.0,276.0,132.0,630.0,5.0,33.0
satoumi-shima.jp,407.0,1522.0,75.0,37.0,2.0,33.0
gentosha-go.com,327.0,254.0,79.0,613.0,4.0,33.0
luremaga.jp,1795.0,792.0,255.0,3.0,4.0,33.0
mstkr.jp,6.0,36.0,2.0,3.0,5.0,35.0
114117.com,14.0,34.0,3.0,33.0,6.0,35.0
carweakpoints.net,31.0,40.0,4.0,14.0,2.0,35.0
leaguemili.com,146.0,172.0,7.0,488.0,3.0,35.0
minsitu.net,130.0,156.0,7.0,96.0,5.0,35.0
karauri.net,22.0,42.0,8.0,16.0,3.0,35.0
shelly99.biz,26.0,45.0,10.0,2.0,3.0,35.0
yanakiku.jp,77.0,45.0,10.0,80.0,5.0,35.0
yanakiku.jp,77.0,45.0,10.0,80.0,5.0,35.0
mobilecheats.edu.pl,42.0,130.0,11.0,31.0,3.0,35.0
takapon-fishing.com,95.0,61.0,11.0,55.0,5.0,35.0
takapon-fishing.com,103.0,61.0,11.0,55.0,5.0,35.0
feel-the-nature-yuu-blog.com,75.0,49.0,11.0,81.0,6.0,35.0
stamp-mato.me,57.0,96.0,12.0,14.0,5.0,35.0
kameshiba1212.com,83.0,48.0,13.0,81.0,5.0,35.0
primalinstinctpheromone.com,38.0,129.0,14.0,13.0,6.0,35.0
kaeruking.com,129.0,58.0,15.0,66.0,6.0,35.0
kaeruking.com,126.0,58.0,15.0,66.0,6.0,35.0
kansyalife358.com,37.0,60.0,17.0,2.0,3.0,35.0
saketorock.com,133.0,64.0,17.0,105.0,4.0,35.0
maco-life.com,41.0,58.0,17.0,10.0,5.0,35.0
loveandpeaceworld.com,85.0,92.0,19.0,20.0,4.0,35.0
chibalunch.com,143.0,180.0,20.0,355.0,5.0,35.0
syufunote.xyz,53.0,92.0,20.0,35.0,5.0,35.0
chibalunch.com,146.0,184.0,20.0,355.0,5.0,35.0
tukumoto.com,63.0,55.0,20.0,31.0,5.0,35.0
voxy7683.com,84.0,53.0,20.0,66.0,5.0,35.0
chibalunch.com,146.0,184.0,20.0,355.0,5.0,35.0
furiirakun.com,48.0,46.0,21.0,0.0,5.0,35.0
furiirakun.com,50.0,46.0,21.0,0.0,5.0,35.0
furiirakun.com,50.0,46.0,21.0,0.0,5.0,35.0
fashioncity.jp,28.0,56.0,22.0,24.0,4.0,35.0
fashioncity.jp,29.0,56.0,22.0,24.0,4.0,35.0
fashioncity.jp,29.0,56.0,22.0,24.0,4.0,35.0
hker.life,135.0,87.0,24.0,4.0,3.0,35.0
anohito-genzai.com,73.0,87.0,24.0,16.0,5.0,35.0
kabu-gensoku.com,68.0,106.0,25.0,57.0,5.0,35.0
mary8131.com,171.0,68.0,26.0,76.0,5.0,35.0
tabikan.jp,175.0,217.0,27.0,9.0,4.0,35.0
takechingolf.com,174.0,64.0,27.0,88.0,5.0,35.0
minamikurashi.com,44.0,53.0,27.0,44.0,6.0,35.0
fryingpan-man.com,76.0,109.0,28.0,145.0,5.0,35.0
tukibetu.com,49.0,95.0,28.0,80.0,5.0,35.0
marichan-kr.com,90.0,141.0,28.0,53.0,5.0,35.0
nationaltcc.org,50.0,85.0,30.0,35.0,3.0,35.0
ryotawada.com,184.0,67.0,34.0,75.0,4.0,35.0
ykriding.com,196.0,75.0,34.0,155.0,5.0,35.0
dokujyochannel.net,213.0,88.0,36.0,73.0,4.0,35.0
g-takumi.com,64.0,51.0,40.0,13.0,3.0,35.0
yellowcorn.jp,244.0,82.0,40.0,122.0,5.0,35.0
himawari-nagano.jp,196.0,76.0,40.0,293.0,6.0,35.0
xn--bckzdqa6ayc5co0e.jp,180.0,114.0,44.0,263.0,5.0,35.0
xn--bckzdqa6ayc5co0e.jp,182.0,114.0,44.0,263.0,5.0,35.0
xn--bckzdqa6ayc5co0e.jp,182.0,114.0,44.0,263.0,5.0,35.0
urala.today,122.0,232.0,50.0,22.0,5.0,35.0
moviche.com,350.0,97.0,50.0,535.0,6.0,35.0
